[成果成本成效]	會不會很貴
[成果成本成效]	比火力划算嗎
[成果成本成效]	對於電價會有影響嗎
[成果成本成效]	要花多少錢
[成果成本成效]	什麼時候可以完成
[成果成本成效]	什麼時候做得到
[成果成本成效]	浪費社會資源
[成果成本成效]	理論與實務最脫節的系
[成果成本成效]	機車推出uber或計程機車會怎樣
[成果成本成效]	抽到海陸會被笑娘炮兵嗎
[成果成本成效]	當初太陽花沒有留下垃圾也會被捧？
[成果成本成效]	技術上做得到嗎
[成果成本成效]	為什麼 聖結石 會被酸而 這群人 不會？
[成果成本成效]	為什麼慶祝228會被罵可是慶端午不會？
[成果成本成效]	因為核能可以更有效的發電
[成果成本成效]	質感 劇本 成員 都差很多好嗎 不要拿腎結石來污辱這群人
[成果成本成效]	哪個系不脫節...你問最不脫節的簡單多了...
[成果成本成效]	3D小畫家有人會畫嗎？
[成果成本成效]	3D小當家有人會畫嗎
[成果成本成效, 人因]	曾經當過全台第一高樓，可惜不到一年
[成果成本成效]	你沒看美國考GRE GMAT都要考高深的英文
[成果成本成效]	推文速度跟五月天live聊天室滑速哪個快
[成果成本成效]	為何北韓不走向新加坡的模式
[文化道德法律]	風水會不好
[文化道德法律]	在民間信仰中，天公又稱玉皇大帝、老天爺、天公伯、上帝
[文化道德法律]	自古以來，每逢年前家家戶戶會展開祭拜，感謝過去一年的保佑
[文化道德法律]	過年期間適逢天公生日，所以會有不只一次的拜天公的活動。
[文化道德法律]	感謝上天一年來的庇佑
[文化道德法律]	「一」是陽數之首、九是陽數之極，故認為正月初九為玉皇上帝誕，民間會於這天慶祝。
[文化道德法律]	隨著祭拜目的不同，拜天公供品準備也有所差異
[文化道德法律]	虔誠祝壽與簡單供品禮敬
[文化道德法律]	祈求保佑四季平安順利、消災增福
[文化道德法律]	處分機關是否應查驗，未改善者，始得逐日處罰？
[文化道德法律]	依廢棄物清理法第 61 條授權訂定之違反廢棄物清理法
[文化道德法律]	罰金可以分期嗎
[文化道德法律]	符合相關法律規定
[文化道德法律]	飆車行為的法律責任？
[文化道德法律]	淑芬屢次提出離婚的要求
[文化道德法律]	可以向其住所地法院聲請民事保護令
[文化道德法律]	以取得醫療、心理、法律、緊急庇護等方面的協助
[文化道德法律]	拘役或科或併科新台幣十萬元以下罰金
[文化道德法律]	其他保護未成年子女的條件與措施
[文化道德法律]	如果對方受傷就是傷害罪了
[文化道德法律]	我的房客在網路上與人發生言語衝突
[文化道德法律]	被告仿害名譽
[文化道德法律]	警方打電話來要求我提供房客的個人資料
[文化道德法律]	我是否有違反個資法
[人因]	民眾會不會害怕
[人因]	民眾會接受嗎
[人因]	看過你曾經最燦爛的笑容
[人因]	很累ㄟ
[人因]	所以你覺得不好
[人因]	我需要電
[人因]	很想睡覺
[人因]	那如果不建設的話胎灣的電力可能不足
[人因]	那如果不建設的話台灣的電力可能不足
[人因]	我不知道阿
[人因]	為什麼達摩祖師傳那麼好看?
[人因]	載到肥宅會很痛苦
[人因, 安全風險]	我不認為真的不會造成任何汙染
[人因]	世界上最難聽的國歌是哪首
[人因]	我反對核能
[人因]	我覺得核能對於台灣來說有好有壞
[人因]	支持喔
[人因]	好喔!支持
[人因]	我支持使用核能發電。
[人因]	支持
[人因]	喔喔喔我是支持核能的!!
[人因]	我認為我支持核能
[人因]	你支持核能嗎
[人因]	你支持核能發電嗎?
[人因]	你為什麼會支持
[人因]	你覺得何能怎麼樣?
[人因]	你覺得核能怎麼樣?
[人因]	你為什麼會認為
[人因]	不支持
[人因]	我支持
[人因]	我不支持
[人因]	不認為?
[人因]	你支持核能發電嗎
[人因]	我認為核能ok
[人因]	我也認為廢核是錯的
[人因]	對天龍人來說宜蘭4南部還４東部
[人因]	我看都是醜的比較凶
[人因]	因為屈原不是台灣人，是楚國人。
[人因]	有沒有戰神阿瑞斯的八卦?
[人因]	爵士就是阿瑞斯 男主角最後死了
[人因]	為什麼PTT這麼多人看棒球
[人因]	肥宅才看棒球　系壘一堆胖子
[人因]	達摩從頭到尾都是被動 (別人問他問題
[人因]	還好啦，海陸下基地常態，下好下滿。
[安全風險]	安全上可以保證嗎
[安全風險]	核能如果沒發生什麼至大害的話很穩定很安全
[安全風險]	我支持,因為核能如果沒發生什麼至大害的話很穩定很安全
[安全風險]	但在台灣這種斷層多地震多的地方，你還覺得安全嗎?
[安全風險]	核廢料怎麼處理
[安全風險]	會污染到環境嗎
[安全風險]	發生毀損的時候我們有辦法負荷嗎
[安全風險]	設立核能廠對台灣會造成一些核廢料的汙染海有一些環境的破壞
[安全風險]	我的意思是你認為核廢料怎麼處理？
[安全風險]	台中的龍邦世貿有人跳樓?
[安全風險]	安全可以保證
[安全風險]	核能很穩定很安全
[安全風險]	我支持,因為核能很穩定
[安全風險]	但在台灣這種斷層多地震多的地方，你還覺得安全嗎?
[安全風險]	污染怎麼處理
[安全風險]	核廢料會污染到環境嗎
[安全風險]	爆炸的話我們可以撐住嗎
[安全風險]	設立核能廠對台灣會造成一些核廢料的汙染海有一些環境的破壞
[安全風險]	我的意思是你覺得核廢料怎麼處理？
[安全風險]	昨天有人跳樓?